id,img_generation_promt,rating,img_path
827,"An atmospheric day, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",2,all_data/2/827.jpg
828,A cinematic shot shows the exterior of Richard Hammond's Tesla on its trip around the globe in the Top Gear show.,2,all_data/2/828.jpg
836,"Epic scenery water, hyper realistic, 8k, cinematic, octane render, artstation epic landscape architecture.",3,all_data/3/836.jpg
837,"House interior design – black and white in the living room black and white, minimalist, high ceilings.",1,all_data/1/837.jpg
839,"Night city, high quality, 8k, hyperdetailed, hyper realistic, dramatic, hyper cinematic, high octane render,.",3,all_data/3/839.jpg
840,"A beautiful animated storyboard, storyboard for cartoon, traditional animation,.",1,all_data/1/840.jpg
844,"A picture of a building, architecture, real estate, construction, engineering, construction, architecture,.",1,all_data/1/844.jpg
848,"City made out of glass realism, atmospheric, hyper realism, 8 k, cinematic, explorations, realistic,.",3,all_data/3/848.jpg
853,"A surreal landscape of a futuristic city in the clouds covered by fog, architecture, 8k, aerial view (hollywood.",3,all_data/3/853.jpg
858,"World War II, urban landscapes, historic, dark realism, historical architecture, war, photo post.",3,all_data/3/858.jpg
862,"Nature cityscape, 8k, hyper detailed, hyper realistic, cinematic, landscape.",3,all_data/3/862.jpg
864,"Exterior cityscape, buildings, skyscrapers, modern interior, large windows, panoramic street views, cityscape, modern view of.",3,all_data/3/864.jpg
870,"Forest, mountain view, mountains, waterfall view, mountain scenery, mountains,.",3,all_data/3/870.jpg
871,Computer science (math) and engineering in 2d or 3d.,2,all_data/2/871.jpg
872,"World of the water, abstract world, sea life, underwater, ocean, water, sea, oceanic, underwater, underwater marine life, fish.",3,all_data/3/872.jpg
873,"A cinematic shot of a Richard Hammond from Top Gear driving and racing in futuristic Tokyo, cinematic.",1,all_data/1/873.jpg
875,"A huge mountain with a small stream of water, 8k, octane render, realism, hyper detailed, realistic, 3D map terrain, and the pat",2,all_data/2/875.jpg
878,"A black and white photo from 80, abstract art style image with lots of contrast.",3,all_data/3/878.jpg
881,"A fantasy, hyper realistic, 8 k cinematic, cityscape photography, city scene, lighting in render.",3,all_data/3/881.jpg
882,"A futuristic black and white portrait under a futuristic city night, inspiration source is a sci fi movie called ""The city of lo",3,all_data/3/882.jpg
885,"Old houses with roofs on the upper part of the building standing, old buildings, old.",3,all_data/3/885.jpg
887,"Crop circles, ancient stones, stone engravings, cosmic, vintage, digital, octane render, artstation landscape vista photography.",3,all_data/3/887.jpg
889,"City made out of glass, realistic, hyper detailed, 8k, concept art, matte painting, concept art.",3,all_data/3/889.jpg
890,"Desert landscape, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/890.jpg
894,"A shot of a futuristic Tokyo road on a rainy day, cinematic.",3,all_data/3/894.jpg
898,"Stilt walkers wearing suits walking through a field in a small town with a church, in the background a few farm animals can be f",2,all_data/2/898.jpg
900,"A piece of abstract art, abstract painting, painting with abstract motives, abstract painting, wall.",2,all_data/2/900.jpg
905,"A place of fire, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/905.jpg
906,A modern and colorful room featuring an unusual style and look with a clean and simple design and cool color palette.,1,all_data/1/906.jpg
911,"Light green, interior design, living room with dark, furniture.",3,all_data/3/911.jpg
913,"Urban exploration, 8k, hyper realistic, 8k, epic, atmospheric, city, realistic,.",1,all_data/1/913.jpg
915,"The car is completely covered from the outside by a thick layer of paint, no engine, super clean, realistic, hyper detailed,.",3,all_data/3/915.jpg
918,"Landscape photography, d & d concept art, matte paintings, background mountains.",1,all_data/1/918.jpg
924,"A world of water, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/924.jpg
934,"Hyper realistic forest, city, ocean, underwater, atmospheric, 8k, hyper realistic city, hyper detail, octane, post.",3,all_data/3/934.jpg
944,"Cyber world, robot, 8k texture, sci fi, futuristic.",2,all_data/2/944.jpg
945,A list of random different images of the internet:.,1,all_data/1/945.jpg
950,"A futuristic city setting, atmospheric, hyper realistic, realistic rendering, 3d, artstation landscape vista photography.",3,all_data/3/950.jpg
951,"A futuristic castle with a floating fortress tower in world of warcraft world of warcraft, gothic style, rain storm animation.",1,all_data/1/951.jpg
953,"Sceneries, realistic, open water, waterfalls river, mountain, cliffs, snow, mountains.",3,all_data/3/953.jpg
955,"Landscape vistas of the mountains, clouds, and the city with an ocean in the background, hyper detailed, 8k, landscape vista pho",3,all_data/3/955.jpg
959,Cityscape and 3D models of a world where we might live 1.,2,all_data/2/959.jpg
964,"The sky and forest, light, d & d forest landscape, modern art, d & d wood, d & d watercolor with acrylic.",3,all_data/3/964.jpg
966,"Kitchen set in a modern contemporary high street restaurant, modern kitchen island.",1,all_data/1/966.jpg
976,"A sharp illustration of an alien dog, an alien dog, an alien, digital.",1,all_data/1/976.jpg
981,"The city skyline at night, skyscraper city landscape, high det.",2,all_data/2/981.jpg
991,"A futuristic view, in front of a background of.",3,all_data/3/991.jpg
993,"The Legend of Zelda city made out of glass, hyper realistic, octane render, 8 k, 3d art style, cinematic.",3,all_data/3/993.jpg
995,"A cinematic shot of a Richard Hammond from Top Gear driving around a futuristic Tokyo street on a futuristic super jet, futurist",1,all_data/1/995.jpg
999,"City made out of glass with sky, octane render, cinematic, artstation concept, photo realistic, city scene,.",2,all_data/2/999.jpg
1011,"Landscape urban, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",2,all_data/2/1011.jpg
1015,"Portrait drawn in the traditional style, with shadows, color palette, light to dark.",2,all_data/2/1015.jpg
1018,"A beautiful and high quality scene, a high quality interior with beautiful interior design, high quality d & d wallpaper, warm a",1,all_data/1/1018.jpg
1021,"An early 20th century, industrial period poster of a building or room.",3,all_data/3/1021.jpg
1022,"City in twilight city, architecture, modern building, industrial, neon lighting, abstract architecture, architectural, modern ci",3,all_data/3/1022.jpg
1024,"A fantasy kingdom, high fantasy, dark fantasy, fantasy world, fantasy creatures, wizard, creature, fantasy.",1,all_data/1/1024.jpg
1027,"Black and white, high definition, modern street art.",1,all_data/1/1027.jpg
1031,"A place to get lost in, a place of serenity and peace, with natural light and wooded area, a place you love, a hidden gem.",2,all_data/2/1031.jpg
1038,"High class and high price, super high quality, high resolution, large size, wide, 4k, landscape vista photography.",1,all_data/1/1038.jpg
1043,"A small dog dog, a dog standing, standing on floor, looking.",1,all_data/1/1043.jpg
1046,High resolution architectural image with an open plan office.,3,all_data/3/1046.jpg
1047,"New modern, surreal, dream landscape in high contrast, moody, surreal, hyperrealistic, 6k, dreamy composition, art.",2,all_data/2/1047.jpg
1049,"city skyscrapers, skyscraper, architecture, modern design, minimalist, industrial, new, cityscape.",2,all_data/2/1049.jpg
1052,"A futuristic design for a living space with glass ceiling above head, beautiful minimalist industrial design.",1,all_data/1/1052.jpg
1055,"It is a new contemporary style house, a modern design of the future, a modern house architecture with a minimalist design and mo",1,all_data/1/1055.jpg
1074,"A futuristic landscape portrait by an artist who use an artstyle called kineticism, in which the scene.",3,all_data/3/1074.jpg
1076,"A tent pitched inside, on a beach, in the rain,.",2,all_data/2/1076.jpg
1080,"This is the new website of kia, a luxury car company located in china called ""gohong.",1,all_data/1/1080.jpg
1082,"Design, art direction, animation, digital artwork production process from.",1,all_data/1/1082.jpg
1086,"The Legend of Zelda landscape for the modern generation and the legendary, for the old fans and for the new ones.",2,all_data/2/1086.jpg
1088,"Lava river, volcanic, molten rock, steaming, lava flow, steam eruption.",3,all_data/3/1088.jpg
1092,"A futuristic, sci fi image with a high resolution image, big and clear.",3,all_data/3/1092.jpg
1095,"Realistic lightning, high contrast and rich blacks 8k, epic composition, cinematic, octane render, artstation landscape vista ph",1,all_data/1/1095.jpg
1106,"Hyper detailed fantasy concept with incredible lighting, character made out of shadows.",3,all_data/3/1106.jpg
1109,"Landscape image of sky view, mountains, blue ocean, mountains, rocky coast, waves,.",3,all_data/3/1109.jpg
1121,"Aerial photo of the desert sun, matte painting style, light, realistic, concept art, hyper detailed architecture from the last 1",2,all_data/2/1121.jpg
1123,"A beautiful nature composition of a lake with a boat, underwater, dramatic sky.",3,all_data/3/1123.jpg
1125,"The new mr robot, clean concept, background dark.",3,all_data/3/1125.jpg
1129,"Contemporary architecture, colorful, creative, artistic, design, industrial futuristic, minimalist concept art.",2,all_data/2/1129.jpg
1138,"Fantasy art drawn by disney concept artists, golden colour, high quality, highly.",1,all_data/1/1138.jpg
1139,An impressive collection of contemporary abstract landscape painting.,3,all_data/3/1139.jpg
1167,"A dark surreal sci fi world, dream world, a fantasy of a futuristic world, artisstic landscape.",2,all_data/2/1167.jpg
1168,The world of warcraft panda bear mount concept.,1,all_data/1/1168.jpg
1178,"the beautiful city of Las Vegas, amazing architecture, epic, architectural photography, hyper realistic and atmospheric cityscap",3,all_data/3/1178.jpg
1187,"Industrial, modern, dark, minimalist design, a series of simple forms.",1,all_data/1/1187.jpg
1197,"A close up of a colorful cat staring at a piece of paper, close up of cat.",3,all_data/3/1197.jpg
1199,"Hyper detailed hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",2,all_data/2/1199.jpg
1203,"A fantasy world of dragons and warriors, fantasy, fantasy art, fantasy art, fantasy fantasy dragons, fantasy fantasy swords, fan",1,all_data/1/1203.jpg
1213,A series of illustrations of the city with its own unique concept of a city in the future.,1,all_data/1/1213.jpg
1215,The architecture of an industrial building from the future.,2,all_data/2/1215.jpg
1219,"A close up of a beautiful model sitting in a black and white office with a close up, the only colours are two black and white of",2,all_data/2/1219.jpg
1227,"Rough ocean storm atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photo",3,all_data/3/1227.jpg
1238,"A very high dynamic hyper realistic world, 8k, artstation atmosphere, hyper realistic, octane, 8k, 8k, 3d render, hyper realisti",3,all_data/3/1238.jpg
1239,"Aerial view of old kenya, modern kenya, lush forests, grasslands.",2,all_data/2/1239.jpg
1247,"A portrait of a legendary, beautiful, super hero, high quality, fantasy concept.",1,all_data/1/1247.jpg
1254,"Forest, architecture (building & land), waterfall, landscape city, forest, mist, fantasy, atmospheric.",3,all_data/3/1254.jpg
1257,"Interior, clean spaces, industrial, industrial design, contemporary interior, interior ideas, creative rooms, stylish interior.",1,all_data/1/1257.jpg
1261,"The Legend of Zelda character concept design, character, full body, hyper realism, 8k, epic.",1,all_data/1/1261.jpg
1263,"Concept for a graphic novel, super hero concept, hyper detailed.",2,all_data/2/1263.jpg
1272,"A city of glass, realistic, hyper detailed 8k, epic composition, cinematic, octane render, artstation landscape vista photograph",1,all_data/1/1272.jpg
1278,"A dark character in dark city, hyper realistic character portrait, dramatic, urban landscape, dramatic cityscape, post processin",1,all_data/1/1278.jpg
1297,"A gorgeous black and white portrait with purple background, red hair, black.",2,all_data/2/1297.jpg
1307,"Large scale images for the desktop, wallpapers, screensaver and other purposes, for example images of airplanes, cars, architect",1,all_data/1/1307.jpg
1309,A view made of a very large set of pictures from.,1,all_data/1/1309.jpg
1312,"A night with my pets, fantasy art by joanna gaines, fantasy art concepts.",1,all_data/1/1312.jpg
1317,"A light and dreamy landscape photography, ethereal, fantasy, landscape, landscape art.",3,all_data/3/1317.jpg
1326,Catching a glimpse of paradise with sandy beaches in the background.,1,all_data/1/1326.jpg
1327,"The first of its breed, a customised luxury sports car with unique features, modern, futuristic.",3,all_data/3/1327.jpg
1335,"The Legend of Zelda, atmospheric, hyperrealistic, epic landscape, 8k, epic composition, cinematic, octane render.",3,all_data/3/1335.jpg
1343,"A street market in the middle of the city, close up, artstation vancouver, street market, street scene, 3d, 8k, cityscape,.",3,all_data/3/1343.jpg
1353,"Vintage, vintage photo, vintage art   vintage art, antique, antique art, vintage photos, vintage pictures, vintage photo, vintag",3,all_data/3/1353.jpg
1365,"City with an over pass highway and skyscapers, 4k, octane render, artstation landscape vista photography.",2,all_data/2/1365.jpg
1366,Hyper detailed realistic character for film visual effect purposes.,1,all_data/1/1366.jpg
1371,"The Legend of Zelda architecture, landscape, forest, mist, photo realistic.",1,all_data/1/1371.jpg
1388,Modern style futuristic futuristic futuristic fantasy futuristic futuristic futuristic futuristic futuristic futuristic futurist,1,all_data/1/1388.jpg
1389,World War II battleship nathria in war of world.,3,all_data/3/1389.jpg
1402,"Castle, mountain, highland, rocky, rocky wall, fortification, turret.",2,all_data/2/1402.jpg
1410,"People of various species on a background of high tech, futuristic city, background.",2,all_data/2/1410.jpg
1422,This would be the ultimate futuristic concept art.,2,all_data/2/1422.jpg
1423,"Interior design, open plan, kitchen and living room, modular furniture with textile and wood, steel ceiling, large windows, wood",1,all_data/1/1423.jpg
1425,"Fantasy dragon castle made out of glass, photorealistic.",1,all_data/1/1425.jpg
1436,"A real city made out of glass realism, octane render, 8 k, exploration, cinematic, realistic, urban,.",2,all_data/2/1436.jpg
1446,"A dragon, a fantasy world, landscape, fantasy epic composition, light.",1,all_data/1/1446.jpg
1452,"The Legend of Zelda in ruins shot 2, The Legend of Zelda in.",1,all_data/1/1452.jpg
1473,Staircase in the middle of a forest by a.,1,all_data/1/1473.jpg
1474,"A painting of a portrait, the most beautiful and realistic.",1,all_data/1/1474.jpg
1480,The image shows all the words in the alphabet and all the individual letters are created of single colored basic shapes and form,1,all_data/1/1480.jpg
1483,"Large open plan kitchen and living room, wooden floor, kitchen appliances, large windows leading to a balcony, high.",1,all_data/1/1483.jpg
1498,"Landscapes at sunset with the setting sun and silhouetted mountains, realistic, mountains, cityscapes, sun.",2,all_data/2/1498.jpg
1529,"A street of the city: shops, car traffic, construction work.",1,all_data/1/1529.jpg
1537,"An interesting portrait, head shot, creative, good taste, vintage, style, modern, vintage photo, vintage artworks.",1,all_data/1/1537.jpg
1545,"The design of the futuristic landscape, an art work, surreal, surrealism, design, painting.",2,all_data/2/1545.jpg
1553,"The Legend of Zelda hyper realistic, epic composition, atmospheric, artstation landscape vista photography.",3,all_data/3/1553.jpg
1555,"A realistic 3d model, designed in Vray, Vray materials and textures, final rendering in Photoshop.",3,all_data/3/1555.jpg
1557,"This is one of my favourite art pictures, I like how the colour range feels vibrant and alive, with the beautiful texture create",1,all_data/1/1557.jpg
1558,"Abstract surrealism of the sky & ocean, abstract art, landscape, sea, city, architecture.",2,all_data/2/1558.jpg
1560,"Fantasy & Sci fi street, hyper realistic, 8k, fantasy art.",3,all_data/3/1560.jpg
1576,A surreal landscape that can be walked through with a 3D avatar to reach other parts of the earth.,1,all_data/1/1576.jpg
1583,"The Legend of Zelda dark fantasy, hyper real, epic, epic 8k, epic composition, cinematic, octane render.",1,all_data/1/1583.jpg
1592,"The inside of a cave, small, hyperrealistic, 8k, atmospheric, epic, concept art, detailed, realistic.",3,all_data/3/1592.jpg
1617,"Vintage retro photos, photographs from the 1950s to modern day, b&w print,.",2,all_data/2/1617.jpg
1623,"A cinematic shot of Richard Hammond from Top Gear running faster than a futuristic super jet through a futuristic Tokyo street,",1,all_data/1/1623.jpg
1631,"City interior concept with glass skyscraper, industrial interior, minimalist, contemporary and functional, a modernist feel, a.",2,all_data/2/1631.jpg
1632,"Dark fantasy, art direction, artist, concept art, fantasy, fantasy art, character design, digital painting, fantasy art, graphic",2,all_data/2/1632.jpg
1635,"Interior decoration and construction,interior furniture,modern interior space,the modern bathroom interior design, clean lines m",3,all_data/3/1635.jpg
1648,"A futuristic city in the year 2100, hyper realistic, 8k, artstation cityscape photo.",3,all_data/3/1648.jpg
1653,"The sky is on fire, a burning ship is.",3,all_data/3/1653.jpg
1655,"Waterfall landscape on nature, mountainous, mountains, forest, waterfall, mountain village, epic, concept art, hyper real.",2,all_data/2/1655.jpg
1657,"I used this image for the main title, the font was from Adobe and it's called ""Adela"" it's free.",3,all_data/3/1657.jpg
1659,"An architecture scene: skyscraper, urban, vertical, 3d architecture, interior design, city scene, architecture 3d.",2,all_data/2/1659.jpg
1664,"Small modern house with two walls in yellow and one in dark beige color, small bedroom is red as a color, the house looks.",1,all_data/1/1664.jpg
1671,"A hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",1,all_data/1/1671.jpg
1672,"Cappuccino, realism, 6 k, cinematic, realistic, realistic, 6 k, hyper detailed.",0,all_data/0/1672.jpg
1677,"The ocean and its waves, seascape, sunrise, waterfalls, underwater, underwater photography.",3,all_data/3/1677.jpg
1692,"A stunning view of the night city lights, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape",3,all_data/3/1692.jpg
1693,The world map divided into provinces and states.,1,all_data/1/1693.jpg
1712,"The city of gold, the gold is very reflective, the gold was very thin.",1,all_data/1/1712.jpg
1719,"Dyson vacuum, clean, new, smart, intelligent space cleaning, cleaner, air, futuristic, robotic,.",1,all_data/1/1719.jpg
1726,"The view from the bedroom balcony, on the mountains, the fog.",3,all_data/3/1726.jpg
1759,"A dark, futuristic scene, a city in decay, with high contrast, surrealism.",2,all_data/2/1759.jpg
1777,A surreal dream world and futuristic setting of the stars of the future.,2,all_data/2/1777.jpg
1780,"An epic, modern city landscape photograph, cityscape, modern, epic, super closeup high angle architecture.",2,all_data/2/1780.jpg
1783,"Art, illustration, cartoon, fantasy character, cartoon character, character sketch, character drawing, cartoon character, comic,",1,all_data/1/1783.jpg
1784,"A dark street in a seagrant city, epic, hyper realistic, 8k, cinematic, octane render, artstation.",2,all_data/2/1784.jpg
1789,"A high detail, multi resolution, dynamic render of a stunning vista of a landscape at night, long shot, landscape.",1,all_data/1/1789.jpg
1792,"In scene shot using a black magic filter, 2.",3,all_data/3/1792.jpg
1801,The bedroom of a cozy wooden house with a.,1,all_data/1/1801.jpg
1813,"A 3d art gallery, hyper realistic, 8k, realistic city, cinematic, rendered in phot.",2,all_data/2/1813.jpg
1815,A futuristic building that was built during an economic crisis to house refugees.,2,all_data/2/1815.jpg
1816,"A futuristic city landscape epic, hyper realistic & hyper real, 8k, epic composition cinematic, octane render.",3,all_data/3/1816.jpg
1817,"The cityscape view of a modern, mid rise, office style building seen from the sidewalk.",1,all_data/1/1817.jpg
1823,"Landscape view of a very well made city and an old building with glass windows, a large house in front of a.",1,all_data/1/1823.jpg
1826,The concept art of the interior of a.,1,all_data/1/1826.jpg
1839,"A modern day city scene, neon lights, realistic,.",1,all_data/1/1839.jpg
1840,"The end of world, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photo",3,all_data/3/1840.jpg
1843,"The front door leads to a small living room and kitchen area, the living room and.",1,all_data/1/1843.jpg
1880,"Landscape design of world of warcraft : gothic style, realistic and atmospheric, urban, fantasy landscapes, post apocalyptic.",3,all_data/3/1880.jpg
1892,A new model of the original BMW 2002 from the 1970s and a retro modern take on it.,3,all_data/3/1892.jpg
1899,"Strobe effect, animation studio, digital, film, animation studios, film, animation,.",2,all_data/2/1899.jpg
1907,Modern glass and matte black design by chris chalek.,2,all_data/2/1907.jpg
1923,"An industrial and modern office, 3 5 mm, concept render, architectural and urban designs, high quality render.",2,all_data/2/1923.jpg
1941,"Fantasy, 3d computer rendering, realism, epic fantasy, hyperdetailed.",0,all_data/0/1941.jpg
1959,"Fantasy world full of characters to show them in a fantasy setting but, real art.",1,all_data/1/1959.jpg
1965,"Industrial, factory, architectural lighting, architectural photo realistic scene, modern, night light, lighting design, architec",1,all_data/1/1965.jpg
1976,"The Legend of Zelda   Skyward Sword, 8k, epic composition, octane, rendering, cinematic.",3,all_data/3/1976.jpg
1977,A surrealist world map that shows a city with a giant clock tower over a mountain range with a sunset over.,1,all_data/1/1977.jpg
1985,"Landscape photo with high contrast, beautiful image of a natural landscape, beautiful and natural mountain view, waterfall or po",3,all_data/3/1985.jpg
2020,A portrait for an art director of an actress on set with multiple wardrobe changes and a make up artist.,1,all_data/1/2020.jpg
2021,"Vintage postcard of the white house, white house, a vintage painting, in the country, white house.",1,all_data/1/2021.jpg
2022,"Realistic, nature, urban and countryside, landscape and nature photography, city, buildings and landscape photography.",2,all_data/2/2022.jpg
2041,"Luxury house on the market for sale in london, 4 bedroom house for sale, 2 bathrooms, 2 car garage, 3 bedroom house, 1 bath,.",3,all_data/3/2041.jpg
2055,"A still from a 3D CG movie, film noir detective mystery.",2,all_data/2/2055.jpg
2063,"The living room of a big house, the kitchen, staircase, open plan, concept art, the room where one lives.",2,all_data/2/2063.jpg
2065,"A modern portrait of an interesting character, inspired by daniel johnson, a portrait made by.",3,all_data/3/2065.jpg
2068,"Landscape, mountain, woodland, scenic views, beautiful landscape photography, seascape, high mountain, scenery.",3,all_data/3/2068.jpg
2070,"A waterfall in the forest, waterfall, lush vegetation, sun set, natural light, sunset, sunset and day, forest, forest and mounta",3,all_data/3/2070.jpg
2073,"A postcard with a scene of an old wooden farmhouse, with a little flower garden in front of.",3,all_data/3/2073.jpg
2095,"A cute magical flying dog, fantasy art drawn by dis.",1,all_data/1/2095.jpg
2120,"A futuristic cityscape, cityscape with ruins, futuristic city landscape, futuristic city with a forest, futuristic city in ruins",3,all_data/3/2120.jpg
2124,"A dark atmosphere for a cold night, hyperrealistic, 8k, modern, cinematic, octane render, vanguard.",2,all_data/2/2124.jpg
2127,Lush lush foliage lush foliage lush lush foliage.,1,all_data/1/2127.jpg
2129,"A city view, vista, skyscraper view, high buildings.",2,all_data/2/2129.jpg
2133,"Realistic, artistic, hyper detailed, 8k, detailed, cinematic, octane render, realistic.",2,all_data/2/2133.jpg
2135,"Landscape of forest, water and mountain in world of warcraft :realistic forest landscape of high quality.",2,all_data/2/2135.jpg
2152,"Portrait photographer captured during session, hyper realistic, 8k, epic composition, cinematic, octane render, artstation lands",1,all_data/1/2152.jpg
2153,"Legend of Zelda, Zelda, A Link To The Past, Olimar, Link, Link’s.",2,all_data/2/2153.jpg
2164,"High detailed and realistic fantasy world city with architecture, cityscape, architecture,.",2,all_data/2/2164.jpg
2185,Hyper detailed fantasy portrait with amazing colours and effects.,1,all_data/1/2185.jpg
2189,"City made out out of glass, realistic, 8 k, exploration, cinematic, hyper detailed.",2,all_data/2/2189.jpg
2209,The Legend of Zelda   the battle against Ganon.,2,all_data/2/2209.jpg
2214,"A black cat and a white dog is reading a book by the fireplace, fireplace, fireplace, fireplace, fireplace, fireplace, fireplace",1,all_data/1/2214.jpg
2221,"Character design, city design, city concept concept fantasy style.",3,all_data/3/2221.jpg
2222,"Animal, fantasy, digital drawing of wolf in art of.",1,all_data/1/2222.jpg
2225,"Darkening night sky, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/2225.jpg
2231,An animation key shot with the main characters of a.,3,all_data/3/2231.jpg
2232,"Landscape with castle: interior design, open plan, modern, industrial furniture, marble floor, minimalist, simple lines, urban v",3,all_data/3/2232.jpg
2241,"Animation, computer generated virtual 3 d model, vr, photorealistic animation, studio ghibli, p.",1,all_data/1/2241.jpg
2243,An image of a beautiful tree shot in a field.,3,all_data/3/2243.jpg
2253,"Clear illustration of a fantasy monster, sketching, digital art and character design, fantasy art and art, clear 2d image, 2.",2,all_data/2/2253.jpg
2267,"A large city view, futuristic city scape, futuristic scene with a city view, 8k render, atmospheric, artstation cityscape.",2,all_data/2/2267.jpg
2282,"The Legend Of Zelda Landscape   8k, Epic Composition, Octane Render.",1,all_data/1/2282.jpg
2290,"A concept design of the ideal superhero, superhero concept, concept art.",2,all_data/2/2290.jpg
2295,The world of warcraft with the legendary castle of nathria.,2,all_data/2/2295.jpg
2301,"High end lounge, elegant dining area, high ceiling, modern and modernist styles, high gloss finish furniture, marble, lighting a",2,all_data/2/2301.jpg
2302,"An ocean shoreline near the horizon of the sun, hyper realistic, 8k, epic composition, cinematic, octane, art.",2,all_data/2/2302.jpg
2307,"A city concept, a futuristic idea for a city as modern as our first computers, a city concept.",1,all_data/1/2307.jpg
2322,"Realistic city with architectural details and street, octane render, 8 k, realistic, realistic, character, realistic photorealis",1,all_data/1/2322.jpg
2325,"Bouncy houses made of different types of pieces of bricks, ceramics, different.",3,all_data/3/2325.jpg
2332,"Aerial photography from an airplane, city, skyscrapers, building, aerial views of big cities (skyscrapers, urban views), beautif",3,all_data/3/2332.jpg
2337,"The Legend of Zelda landscape atmospheric, epic render, 8 k, unreal engine, hyper detailed, epic landscape photography, urban, h",2,all_data/2/2337.jpg
2346,"Hiking high in the forest with wild cats, mountain top mountain, epic, amazing.",2,all_data/2/2346.jpg
2348,"Old wooden, wooden fences, wooden walls, farmhouses, wooden gates.",3,all_data/3/2348.jpg
2353,"A clean water, mountain stream, flowing water, spring, running water, clean.",2,all_data/2/2353.jpg
2357,"A cinematic landscape with a beautiful sun rising over a beach from the ocean, with a wide horizon and a dramatic sky in the bac",3,all_data/3/2357.jpg
2363,"The interior of a house with old furniture, a vintage feel, black and white photography, photography, old houses.",1,all_data/1/2363.jpg
2371,"Modern architecture, interior design, realistic photorealism, 8,3,k, photorealistic, 3D,.",2,all_data/2/2371.jpg
2386,"A close up of a blue diamond of the moon, diamond covered with yellow tint.",1,all_data/1/2386.jpg
2392,"A world of fire, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photog",3,all_data/3/2392.jpg
2402,"Vampires of twilight cinematic, detailed, epic, epic landscape, concept art, photo real, 3d, VFX, digital painting.",1,all_data/1/2402.jpg
2411,"A view from a skyscraper looking at the sunset from the clouds, atmospheric, hyper realistic,.",3,all_data/3/2411.jpg
2417,"A modern painting titled achromatic that uses primary colors only red, yellow, and blue, and no white like traditional.",3,all_data/3/2417.jpg
2446,"An ancient city in the valley of the river in the desert of middle east, full of sand.",3,all_data/3/2446.jpg
2447,"Modern art inspired design, hyper realistic, 8k, urban space, design and art direction, urban architecture photos, modernism des",3,all_data/3/2447.jpg
2451,"High resolution landscape photography: aerial, space, landscape, landscape architecture.",2,all_data/2/2451.jpg
2454,"A futuristic street full of flying cars in the city, octane, hyper real,.",2,all_data/2/2454.jpg
2468,"A very creative, realistic illustration of a world in a bottle.",1,all_data/1/2468.jpg
2471,A photo editor   portrait editor in photoshop with a modernist style.,2,all_data/2/2471.jpg
2482,"A great city in the year 2100, epic, 8 k, cinematic, hyper realistic, octane render, artstation.",3,all_data/3/2482.jpg
2506,"In the future, space exploration, futuristic, concept art, concept art, hyper.",3,all_data/3/2506.jpg
2508,"Hotel, room with open furniture, light, bright in room, white.",2,all_data/2/2508.jpg
2511,"Fantasy of an alien planet at the limits of the universe, cosmic galactic, cinematic galactic, hyper realistic, hyper photoreali",2,all_data/2/2511.jpg
2523,"New world in fantasy land : gothic style : fully developed castle :cinematic,.",0,all_data/0/2523.jpg
2537,"An image of a dog and a cat in a city, dog and cat shot on the street, both petting a park bench, both cats.",1,all_data/1/2537.jpg
2551,"An imaginary location, epic composition, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape v",3,all_data/3/2551.jpg
2556,"Cute concept of a kitten, realistic, hyper detailed, hyper realistic, cg, 8 k.",1,all_data/1/2556.jpg
2561,This is part 2 of what should be a longer image set from a.,1,all_data/1/2561.jpg
2572,"Fairytale city landscape, fantasy scenery, magical world, city cityscape, modern realistic, fantasy cityscape,.",3,all_data/3/2572.jpg
2573,"A landscape scene of a small town in a forest, urban scene, 8k, octane render, background texture, artistic.",3,all_data/3/2573.jpg
2574,The view of countryside and green mountains with waterfalls.,2,all_data/2/2574.jpg
2588,"Beautiful sunset on the beach, serenity, sky and water, soft pastel, serene atmosphere,.",3,all_data/3/2588.jpg
2598,"An icon pack for windows 10, stylish, creative, vibrant and fresh, creative colors.",1,all_data/1/2598.jpg
2618,"A classic painting of the classic superhero superheroine, soft, surreal and soft, hyper real, cartoon animation, background land",1,all_data/1/2618.jpg
2619,"A cartoonish illustration of a bird looking out on the world, bright,.",3,all_data/3/2619.jpg
2629,"An antique wooden door in a modern room, an interior room, interior decor, architectural,.",2,all_data/2/2629.jpg
2640,An animated music video of Prince in cartoon style.,2,all_data/2/2640.jpg
